"Region_Country_Area_Code","Region_Country_Area_Name","Year","pop_annl_increase","tot_fertil_rate","infant_mortal","maternal_mortal","life_expect_both_sexes","life_expect_males","life_expec_females"
222,"El Salvador",2010,0.4,2.4,20.7,59.0,71.1,66.4,75.6
222,"El Salvador",2015,0.5,2.2,17.0,54.0,72.6,67.9,77.1
226,"Equatorial Guinea",2005,4.2,5.7,89.7,483.0,53.6,52.3,54.9
226,"Equatorial Guinea",2010,4.6,5.4,80.4,379.0,54.9,53.8,56.2
226,"Equatorial Guinea",2015,4.2,5.0,70.0,342.0,56.8,55.5,58.4
231,"Ethiopia",2005,2.9,6.1,78.0,743.0,53.6,52.3,55.0
231,"Ethiopia",2010,2.7,5.3,59.9,523.0,59.1,57.6,60.6
231,"Ethiopia",2015,2.6,4.6,45.8,353.0,63.7,61.9,65.5
232,"Eritrea",2005,3.1,5.1,59.4,619.0,56.7,54.7,58.8
232,"Eritrea",2010,2.0,4.8,51.7,579.0,60.7,58.7,62.7
232,"Eritrea",2015,2.0,4.4,45.0,501.0,63.4,61.4,65.6
233,"Estonia",2005,-0.6,1.4,7.3,15.0,71.6,66.0,77.1
233,"Estonia",2010,-0.4,1.7,4.7,8.0,73.8,68.3,79.0
233,"Estonia",2015,-0.3,1.6,3.2,9.0,76.8,71.9,81.2
234,"Faroe Islands",2005,0.4,2.6,0.0,0.0,0.0,0.0,0.0
234,"Faroe Islands",2008,0.0,2.6,0.0,0.0,0.0,76.8,82.3
234,"Faroe Islands",2010,0.1,2.5,0.0,0.0,0.0,0.0,0.0
234,"Faroe Islands",2015,0.2,2.4,0.0,0.0,0.0,0.0,0.0
234,"Faroe Islands",2016,0.0,0.0,0.0,0.0,0.0,78.3,84.5
238,"Falkland Islands (Malvinas)",2005,0.4,0.0,0.0,0.0,0.0,0.0,0.0
238,"Falkland Islands (Malvinas)",2010,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
238,"Falkland Islands (Malvinas)",2015,0.3,0.0,0.0,0.0,0.0,0.0,0.0
242,"Fiji",2005,0.3,3.0,19.0,39.0,68.0,65.5,70.7
242,"Fiji",2010,0.9,2.8,17.9,34.0,68.8,66.1,71.9
242,"Fiji",2015,0.7,2.6,16.0,30.0,69.7,66.9,72.9
246,"Finland",2005,0.3,1.8,3.2,4.0,78.4,74.9,81.7
246,"Finland",2010,0.4,1.8,2.7,3.0,79.5,76.1,82.9
246,"Finland",2015,0.4,1.8,2.3,3.0,80.7,77.7,83.7
250,"France",2005,0.5,1.9,4.3,10.0,79.4,75.8,83.1
250,"France",2010,0.6,2.0,3.7,9.0,80.8,77.4,84.3
250,"France",2015,0.4,2.0,3.4,8.0,81.9,78.8,85.0
254,"French Guiana",2005,4.5,3.7,13.6,0.0,76.1,72.8,80.1
254,"French Guiana",2010,2.8,3.6,10.6,0.0,78.0,75.0,81.4
254,"French Guiana",2015,2.8,3.5,9.3,0.0,79.2,76.1,82.6
258,"French Polynesia",2005,1.4,2.4,9.4,0.0,73.2,70.7,76.1
258,"French Polynesia",2010,1.0,2.2,8.8,0.0,75.0,72.8,77.5
258,"French Polynesia",2015,0.7,2.1,6.9,0.0,76.1,74.0,78.6
262,"Djibouti",2005,1.8,4.2,68.1,341.0,57.3,55.9,58.8
262,"Djibouti",2010,1.7,3.6,63.4,275.0,59.1,57.6,60.5
262,"Djibouti",2015,1.7,3.1,55.3,229.0,61.6,60.0,63.2
266,"Gabon",2005,2.6,4.4,58.1,370.0,59.1,58.3,59.8
266,"Gabon",2010,3.1,4.2,49.3,322.0,61.3,60.8,61.8
266,"Gabon",2015,3.3,4.0,40.8,291.0,64.5,63.1,65.8
268,"Georgia",2005,-1.0,1.6,29.0,37.0,72.6,68.9,76.1
268,"Georgia",2010,-1.2,1.8,20.2,40.0,72.7,68.6,76.5
268,"Georgia",2015,-1.4,2.0,11.2,36.0,72.8,68.5,77.0
270,"Gambia",2005,3.2,5.9,59.4,807.0,56.9,55.9,58.1
270,"Gambia",2010,3.2,5.8,52.4,753.0,58.8,57.6,60.2
270,"Gambia",2015,3.1,5.6,49.8,706.0,60.3,59.1,61.6
275,"State of Palestine",2005,2.1,5.0,24.9,62.0,71.2,69.5,72.9
275,"State of Palestine",2010,2.6,4.6,22.3,54.0,72.0,70.2,73.9
275,"State of Palestine",2015,2.7,4.3,20.0,45.0,72.9,71.1,74.8
276,"Germany",2005,0.0,1.4,4.2,7.0,78.6,75.6,81.5
276,"Germany",2010,-0.2,1.4,3.7,7.0,79.7,77.0,82.4
276,"Germany",2015,0.2,1.4,3.4,6.0,80.4,77.9,82.9
288,"Ghana",2005,2.6,4.6,60.9,376.0,57.5,56.7,58.3
288,"Ghana",2010,2.6,4.4,55.4,325.0,60.0,59.2,60.9
288,"Ghana",2015,2.4,4.2,46.5,319.0,61.7,60.7,62.6
292,"Gibraltar",2001,0.0,0.0,0.0,0.0,0.0,78.5,83.3
292,"Gibraltar",2005,0.6,0.0,0.0,0.0,0.0,0.0,0.0
292,"Gibraltar",2010,0.7,0.0,0.0,0.0,0.0,0.0,0.0
292,"Gibraltar",2015,0.6,0.0,0.0,0.0,0.0,0.0,0.0
296,"Kiribati",2005,1.8,4.0,51.6,135.0,64.5,61.6,67.5
296,"Kiribati",2010,2.1,3.9,49.3,109.0,65.1,62.0,68.1
296,"Kiribati",2015,1.8,3.8,46.9,90.0,65.7,62.4,68.9
300,"Greece",2005,0.3,1.3,4.6,3.0,79.1,76.4,81.9
300,"Greece",2010,0.3,1.5,3.5,3.0,80.0,77.3,82.8
300,"Greece",2015,-0.4,1.3,3.3,3.0,80.6,78.0,83.3
304,"Greenland",2005,0.3,2.3,0.0,0.0,0.0,0.0,0.0
304,"Greenland",2010,-0.1,2.3,0.0,0.0,0.0,65.7,71.0
304,"Greenland",2014,0.0,2.0,0.0,0.0,0.0,67.8,72.8
304,"Greenland",2015,-0.1,0.0,0.0,0.0,0.0,68.2,72.9
304,"Greenland",2016,0.0,0.0,0.0,0.0,0.0,68.7,73.5
308,"Grenada",2005,0.3,2.4,12.0,25.0,70.9,68.5,73.2
308,"Grenada",2010,0.3,2.3,10.2,27.0,72.0,69.6,74.4
308,"Grenada",2015,0.4,2.2,9.6,27.0,73.2,70.8,75.6
312,"Guadeloupe",2005,0.7,2.1,8.7,0.0,77.9,74.3,81.4
312,"Guadeloupe",2010,0.5,2.1,7.0,0.0,79.3,75.7,82.9
312,"Guadeloupe",2015,0.0,2.0,5.8,0.0,80.5,76.8,84.0
316,"Guam",2005,0.4,2.7,13.5,0.0,75.9,73.6,78.5
316,"Guam",2010,0.1,2.5,11.4,0.0,77.4,74.7,80.3
316,"Guam",2015,0.3,2.4,9.6,0.0,78.8,76.4,81.5
320,"Guatemala",2005,2.3,4.3,37.3,120.0,68.9,65.7,72.1
320,"Guatemala",2010,2.2,3.6,31.3,109.0,70.5,67.3,73.7
320,"Guatemala",2015,2.1,3.2,26.9,88.0,72.4,69.2,75.6
324,"Guinea",2005,1.9,5.9,95.2,831.0,51.3,51.3,51.3
324,"Guinea",2010,2.2,5.5,77.7,720.0,55.5,54.5,56.4
324,"Guinea",2015,2.3,5.1,65.7,679.0,57.9,57.5,58.4
328,"Guyana",2005,-0.1,2.9,36.5,232.0,65.3,62.6,68.1
328,"Guyana",2010,-0.1,2.7,34.4,241.0,65.8,63.4,68.4
328,"Guyana",2015,0.6,2.6,33.2,229.0,66.3,64.0,68.6
332,"Haiti",2005,1.6,4.0,56.0,459.0,58.3,56.5,60.1
332,"Haiti",2010,1.5,3.5,52.2,389.0,60.2,58.2,62.3
332,"Haiti",2015,1.4,3.1,46.9,359.0,62.3,60.2,64.4
336,"Holy See",2005,0.3,0.0,0.0,0.0,0.0,0.0,0.0
336,"Holy See",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,"Holy See",2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,"Honduras",2005,2.4,3.8,31.2,150.0,71.0,68.6,73.4
340,"Honduras",2010,2.1,3.2,29.4,155.0,72.0,69.6,74.5
340,"Honduras",2015,1.8,2.7,27.8,129.0,72.9,70.4,75.4
344,"China, Hong Kong SAR",2005,0.5,1.0,2.5,0.0,81.4,78.5,84.5
344,"China, Hong Kong SAR",2010,0.6,1.0,1.9,0.0,82.4,79.5,85.5
344,"China, Hong Kong SAR",2015,0.6,1.2,1.6,0.0,83.4,80.5,86.4
348,"Hungary",2005,-0.3,1.3,7.4,14.0,72.5,68.3,76.7
348,"Hungary",2010,-0.3,1.3,5.7,15.0,73.7,69.6,77.8
348,"Hungary",2015,-0.3,1.3,4.9,17.0,75.4,71.7,78.9
352,"Iceland",2005,1.0,2.0,2.5,4.0,80.7,78.8,82.6
352,"Iceland",2010,1.6,2.1,2.0,4.0,81.4,79.6,83.2
352,"Iceland",2015,0.6,2.0,1.6,3.0,82.2,80.6,83.8
356,"India",2005,1.7,3.1,59.9,280.0,63.5,62.7,64.4
356,"India",2010,1.5,2.8,49.8,215.0,65.6,64.7,66.5
356,"India",2015,1.2,2.4,41.3,174.0,67.6,66.2,69.1
360,"Indonesia",2005,1.4,2.5,36.5,212.0,66.7,64.9,68.5
360,"Indonesia",2010,1.3,2.5,29.7,165.0,67.7,65.6,69.8
360,"Indonesia",2015,1.3,2.5,25.0,126.0,68.6,66.6,70.7
364,"Iran (Islamic Republic of)",2005,1.3,2.0,25.0,34.0,71.1,70.0,72.3
364,"Iran (Islamic Republic of)",2010,1.1,1.8,18.9,27.0,72.7,71.0,74.6
364,"Iran (Islamic Republic of)",2015,1.2,1.7,14.8,25.0,75.1,74.0,76.2
368,"Iraq",2005,2.7,4.7,34.7,54.0,68.9,66.9,71.0
368,"Iraq",2010,2.6,4.6,33.3,51.0,68.0,65.1,71.2
368,"Iraq",2015,3.2,4.6,32.1,50.0,69.2,67.0,71.4
372,"Ireland",2005,1.8,2.0,5.2,8.0,77.8,75.3,80.4
372,"Ireland",2010,1.9,2.0,3.7,7.0,79.7,77.4,82.0
372,"Ireland",2015,0.3,2.0,3.4,8.0,80.9,78.7,83.0
376,"Israel",2005,1.9,2.9,5.0,7.0,79.6,77.4,81.6
376,"Israel",2010,2.3,2.9,4.0,6.0,80.9,79.0,82.8
376,"Israel",2015,1.7,3.0,3.4,5.0,81.9,80.0,83.7
380,"Italy",2005,0.5,1.3,4.1,4.0,80.3,77.3,83.1
380,"Italy",2010,0.3,1.4,3.4,4.0,81.5,78.8,84.1
380,"Italy",2015,-0.1,1.4,3.0,4.0,82.3,79.9,84.7
384,"Cote dIvoire",2005,1.9,5.7,91.6,742.0,46.7,45.9,47.6
384,"Cote dIvoire",2010,2.1,5.4,84.6,717.0,49.2,48.5,50.0
384,"Cote dIvoire",2015,2.5,5.1,71.6,645.0,51.7,50.4,53.2
388,"Jamaica",2005,0.7,2.5,20.0,92.0,72.8,70.1,75.6
388,"Jamaica",2010,0.5,2.3,17.9,93.0,74.2,71.7,76.8
388,"Jamaica",2015,0.4,2.1,15.0,89.0,75.5,73.1,77.9
392,"Japan",2005,0.1,1.3,3.0,7.0,81.8,78.3,85.2
392,"Japan",2010,0.0,1.3,2.6,6.0,82.7,79.2,86.0
392,"Japan",2015,-0.1,1.4,2.2,5.0,83.3,80.0,86.4
398,"Kazakhstan",2005,0.6,2.0,32.0,44.0,64.6,59.1,70.4
398,"Kazakhstan",2010,1.1,2.5,23.9,20.0,66.1,60.6,71.9
398,"Kazakhstan",2015,1.6,2.7,14.1,12.0,69.1,64.3,73.9
400,"Jordan",2005,2.3,3.9,22.4,62.0,72.2,70.8,73.8
400,"Jordan",2010,4.6,3.7,19.7,59.0,73.0,71.5,74.6
400,"Jordan",2015,4.9,3.6,17.1,58.0,73.8,72.2,75.5
404,"Kenya",2005,2.7,5.0,62.2,728.0,52.7,51.0,54.5
404,"Kenya",2010,2.7,4.7,49.4,605.0,59.7,58.1,61.3
404,"Kenya",2015,2.7,4.1,39.4,510.0,65.4,63.0,67.8
408,"Dem. People's Rep. Korea",2005,0.8,2.0,28.5,105.0,68.1,64.2,71.5
408,"Dem. People's Rep. Korea",2010,0.6,2.0,27.3,97.0,68.4,64.8,71.8
408,"Dem. People's Rep. Korea",2015,0.5,2.0,18.5,82.0,70.8,67.2,74.1
410,"Republic of Korea",2005,0.6,1.2,5.0,14.0,77.2,73.6,80.6
410,"Republic of Korea",2010,0.3,1.2,3.5,15.0,79.5,76.0,82.7
410,"Republic of Korea",2015,0.4,1.2,3.0,11.0,81.3,77.9,84.4
414,"Kuwait",2005,2.1,2.6,10.2,6.0,73.3,72.6,74.4
414,"Kuwait",2010,5.5,2.4,9.7,5.0,73.7,73.0,74.8
414,"Kuwait",2015,5.4,2.1,8.4,4.0,74.3,73.5,75.5
417,"Kyrgyzstan",2005,0.6,2.5,37.8,85.0,66.9,63.0,71.0
417,"Kyrgyzstan",2010,1.3,2.8,30.3,84.0,67.5,63.5,71.7
417,"Kyrgyzstan",2015,1.6,3.1,19.6,76.0,70.3,66.4,74.3
418,"Lao People's Dem. Rep.",2005,1.5,3.9,69.2,418.0,60.3,59.0,61.7
418,"Lao People's Dem. Rep.",2010,1.6,3.4,56.7,294.0,63.2,61.8,64.5
418,"Lao People's Dem. Rep.",2015,1.3,2.9,47.3,197.0,65.4,63.9,66.8
419,"Latin America & the Caribbean",2005,1.3,2.5,25.4,88.0,72.1,68.8,75.5
419,"Latin America & the Caribbean",2010,1.2,2.3,21.4,81.0,73.4,70.1,76.8
419,"Latin America & the Caribbean",2015,1.1,2.1,18.7,67.0,74.6,71.4,78.0
422,"Lebanon",2005,4.2,2.0,13.8,27.0,75.6,73.9,77.4
422,"Lebanon",2010,1.7,1.6,10.6,19.0,77.7,76.0,79.7
422,"Lebanon",2015,6.0,1.7,9.2,15.0,78.9,77.3,80.9
426,"Lesotho",2005,0.8,3.8,86.8,746.0,45.6,44.7,46.4
426,"Lesotho",2010,0.9,3.4,74.1,587.0,49.0,47.6,50.2
426,"Lesotho",2015,1.3,3.3,59.8,487.0,52.5,50.1,54.7
428,"Latvia",2005,-1.1,1.3,9.9,22.0,70.8,65.2,76.2
428,"Latvia",2010,-1.2,1.5,7.8,19.0,71.6,66.0,77.0
428,"Latvia",2015,-1.2,1.5,6.5,18.0,73.9,68.8,78.7
430,"Liberia",2005,2.5,5.7,96.9,0.0,52.4,51.6,53.2
430,"Liberia",2010,3.8,5.2,71.8,811.0,58.1,57.2,59.0
430,"Liberia",2015,2.6,4.8,59.0,725.0,60.7,59.8,61.6
434,"Libya",2005,1.6,2.6,27.2,11.0,70.8,69.1,72.8
434,"Libya",2010,1.3,2.4,24.3,9.0,71.8,69.5,74.4
434,"Libya",2015,0.2,2.4,24.3,9.0,71.5,68.8,74.4
438,"Liechtenstein",2005,0.9,1.5,0.0,0.0,0.0,0.0,0.0
438,"Liechtenstein",2010,0.7,1.4,0.0,0.0,0.0,0.0,0.0
438,"Liechtenstein",2012,0.0,1.5,0.0,0.0,0.0,0.0,0.0
438,"Liechtenstein",2015,0.8,0.0,0.0,0.0,0.0,0.0,0.0
440,"Lithuania",2005,-0.9,1.3,7.7,12.0,71.6,65.7,77.5
440,"Lithuania",2010,-1.4,1.4,6.0,9.0,71.9,66.0,77.8
440,"Lithuania",2015,-1.3,1.6,4.4,10.0,74.0,68.5,79.3
442,"Luxembourg",2005,1.0,1.7,5.0,13.0,78.3,75.1,81.4
442,"Luxembourg",2010,2.1,1.6,2.3,11.0,79.5,76.7,82.2
442,"Luxembourg",2015,2.2,1.5,3.4,10.0,81.1,78.8,83.5
446,"China, Macao SAR",2005,2.4,0.8,4.9,0.0,81.0,78.2,83.6
446,"China, Macao SAR",2010,2.1,0.9,3.8,0.0,82.1,79.1,84.9
446,"China, Macao SAR",2015,2.3,1.2,3.0,0.0,83.3,80.3,86.2
450,"Madagascar",2005,3.0,5.3,58.0,508.0,60.0,58.8,61.3
450,"Madagascar",2010,2.9,4.8,45.5,436.0,62.2,60.8,63.7
450,"Madagascar",2015,2.7,4.4,36.8,353.0,64.5,63.0,66.0
454,"Malawi",2005,2.7,6.0,99.1,648.0,47.3,45.7,48.9
454,"Malawi",2010,3.0,5.7,79.7,629.0,53.4,51.5,55.2
454,"Malawi",2015,2.9,4.9,66.5,634.0,60.7,58.2,63.1
458,"Malaysia",2005,2.0,2.5,6.8,52.0,73.2,71.2,75.4
458,"Malaysia",2010,1.8,2.2,6.8,48.0,73.7,71.6,76.1
458,"Malaysia",2015,1.8,2.1,6.5,40.0,74.7,72.6,77.1
462,"Maldives",2005,2.6,2.6,26.7,101.0,72.1,71.1,73.9
462,"Maldives",2010,2.7,2.3,14.8,87.0,75.6,74.6,76.8
462,"Maldives",2015,2.8,2.2,9.0,68.0,76.3,75.4,77.4
466,"Mali",2005,3.1,6.9,106.6,714.0,50.0,49.3,50.6
466,"Mali",2010,3.3,6.7,89.1,630.0,54.0,53.4,54.7
466,"Mali",2015,2.9,6.4,78.5,587.0,56.2,55.6,56.9
470,"Malta",2005,0.5,1.5,6.9,13.0,78.5,76.8,80.2
470,"Malta",2010,0.5,1.4,5.8,11.0,79.4,77.7,81.1
470,"Malta",2015,0.5,1.4,4.8,9.0,80.3,78.6,82.0
474,"Martinique",2005,0.5,1.9,8.5,0.0,78.9,75.5,82.2
474,"Martinique",2010,-0.1,2.1,7.6,0.0,80.1,76.7,83.2
474,"Martinique",2015,-0.5,2.0,6.4,0.0,81.2,77.8,84.4
478,"Mauritania",2005,2.9,5.3,75.6,750.0,60.3,58.6,61.9
478,"Mauritania",2010,2.8,5.1,72.4,723.0,61.3,59.8,62.9
478,"Mauritania",2015,2.9,4.9,68.0,602.0,62.6,61.2,64.1
480,"Mauritius",2005,0.6,1.9,13.4,39.0,72.1,68.9,75.5
480,"Mauritius",2010,0.4,1.7,13.2,59.0,72.8,69.4,76.3
480,"Mauritius",2015,0.2,1.5,12.0,53.0,74.1,70.7,77.7
484,"Mexico",2005,1.3,2.6,20.5,54.0,74.9,72.4,77.4
484,"Mexico",2010,1.6,2.4,19.9,45.0,75.7,73.3,78.1
484,"Mexico",2015,1.4,2.3,18.8,38.0,76.5,74.0,78.9
492,"Monaco",2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492,"Monaco",2010,1.9,0.0,0.0,0.0,0.0,0.0,0.0
492,"Monaco",2015,0.6,0.0,0.0,0.0,0.0,0.0,0.0
496,"Mongolia",2005,1.0,2.1,40.8,95.0,64.1,60.8,67.7
496,"Mongolia",2010,1.4,2.4,30.5,63.0,66.1,62.4,70.3
496,"Mongolia",2015,1.9,2.8,22.8,44.0,68.5,64.5,72.7
498,"Republic of Moldova",2005,-0.2,1.2,18.9,39.0,67.6,63.6,71.6
498,"Republic of Moldova",2010,-0.4,1.3,15.5,34.0,68.3,64.4,72.1
498,"Republic of Moldova",2015,-0.1,1.3,14.3,23.0,71.0,66.7,75.2
499,"Montenegro",2005,0.1,1.9,11.6,9.0,73.4,70.6,76.2
499,"Montenegro",2010,0.3,1.8,10.9,8.0,74.2,71.9,76.5
499,"Montenegro",2015,0.1,1.7,4.1,7.0,76.4,74.0,78.8
500,"Montserrat",2004,0.0,1.7,0.0,0.0,0.0,0.0,0.0
500,"Montserrat",2005,-0.7,0.0,0.0,0.0,0.0,0.0,0.0
500,"Montserrat",2010,0.7,0.0,0.0,0.0,0.0,0.0,0.0
500,"Montserrat",2015,0.7,0.0,0.0,0.0,0.0,0.0,0.0
504,"Morocco",2005,1.1,2.7,36.6,190.0,70.0,68.5,71.4
504,"Morocco",2010,1.2,2.6,33.2,153.0,72.9,71.3,74.4
504,"Morocco",2015,1.4,2.6,28.1,121.0,74.9,73.7,76.0
508,"Mozambique",2005,2.9,5.8,94.3,762.0,49.6,47.9,51.2
508,"Mozambique",2010,2.9,5.7,78.1,619.0,53.2,51.4,55.0
508,"Mozambique",2015,2.9,5.5,67.3,489.0,56.1,54.0,58.1
512,"Oman",2005,2.0,3.2,14.6,20.0,73.2,71.4,75.5
512,"Oman",2010,3.8,2.9,9.8,18.0,75.1,73.2,77.5
512,"Oman",2015,6.5,2.9,9.6,17.0,76.2,74.5,78.7
516,"Namibia",2005,1.4,3.8,59.4,390.0,53.8,51.7,55.9
516,"Namibia",2010,1.3,3.6,46.6,319.0,55.0,53.3,56.6
516,"Namibia",2015,2.2,3.6,36.4,265.0,61.7,59.1,64.3
520,"Nauru",2000,0.1,0.0,0.0,0.0,0.0,57.0,64.0
520,"Nauru",2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0
520,"Nauru",2007,0.0,0.0,0.0,0.0,55.0,52.5,58.2
520,"Nauru",2010,-0.2,0.0,0.0,0.0,0.0,0.0,0.0
520,"Nauru",2013,0.0,3.9,18.0,0.0,61.2,57.8,64.8
520,"Nauru",2015,2.3,0.0,0.0,0.0,0.0,0.0,0.0
524,"Nepal",2005,1.5,3.6,52.9,444.0,64.1,62.9,65.2
524,"Nepal",2010,1.1,3.0,41.3,349.0,66.8,65.5,68.1
524,"Nepal",2015,1.2,2.3,32.8,258.0,68.9,67.4,70.5
528,"Netherlands",2005,0.5,1.7,4.9,11.0,78.7,76.2,81.0
528,"Netherlands",2010,0.4,1.7,4.1,8.0,80.2,78.0,82.2
528,"Netherlands",2015,0.3,1.7,3.5,7.0,81.3,79.4,83.1
531,"Curacao",2005,-0.4,2.1,14.7,0.0,75.0,71.2,78.6
531,"Curacao",2010,2.6,2.0,13.0,0.0,76.1,72.7,79.4
531,"Curacao",2015,1.4,2.1,10.3,0.0,77.8,74.5,80.7
533,"Aruba",2005,1.9,1.8,17.8,0.0,74.0,71.5,76.4
533,"Aruba",2010,0.3,1.8,16.2,0.0,74.7,72.2,77.1
533,"Aruba",2015,0.5,1.8,14.8,0.0,75.4,72.9,77.8
534,"Sint Maarten (Dutch part)",2005,0.4,0.0,0.0,0.0,0.0,0.0,0.0
534,"Sint Maarten (Dutch part)",2010,0.4,0.0,0.0,0.0,0.0,72.0,77.2
534,"Sint Maarten (Dutch part)",2013,0.0,0.0,0.0,0.0,0.0,69.2,77.1
534,"Sint Maarten (Dutch part)",2015,3.1,0.0,0.0,0.0,0.0,0.0,0.0
535,"Bonaire, St. Eustatius & Saba",2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,"Bonaire, St. Eustatius & Saba",2010,7.5,0.0,0.0,0.0,0.0,0.0,0.0
535,"Bonaire, St. Eustatius & Saba",2015,3.2,0.0,0.0,0.0,0.0,0.0,0.0
540,"New Caledonia",2005,1.8,2.3,17.4,0.0,74.1,71.3,77.2
540,"New Caledonia",2010,1.5,2.3,15.1,0.0,75.2,72.4,78.3
540,"New Caledonia",2015,1.4,2.2,13.0,0.0,76.3,73.7,79.3
548,"Vanuatu",2005,2.5,4.1,34.6,116.0,68.4,66.7,70.3
548,"Vanuatu",2010,2.4,3.6,28.6,94.0,70.0,68.2,72.1
548,"Vanuatu",2015,2.3,3.4,24.3,78.0,71.4,69.4,73.6
554,"New Zealand",2005,1.4,1.9,5.4,14.0,79.1,76.8,81.3
554,"New Zealand",2010,1.1,2.1,5.0,13.0,80.3,78.3,82.3
