"Region_Country_Area_Code","Region_Country_Area_Name","Year","Cur_health_exp","dom_gen_govern_health_exp","pop_annl_increase","tot_fertil_rate","infant_mortal","maternal_mortal","life_expect_both_sexes","life_expect_males","life_expec_females"
585,"Palau",2010,11.6086,8.536,0.6,0.0,0.0,0.0,0.0,0.0,0.0
585,"Palau",2015,10.5115,13.3193,0.8,2.2,13.3,0.0,73.0,68.1,77.8
586,"Pakistan",2005,2.7079,3.7054,2.1,4.2,84.0,249.0,63.3,62.5,64.3
586,"Pakistan",2010,2.5968,2.8112,2.1,4.0,76.9,211.0,64.4,63.5,65.3
586,"Pakistan",2015,2.6871,3.7429,2.1,3.7,69.8,178.0,65.9,65.0,66.8
591,"Panama",2005,6.1966,10.0237,1.9,2.7,19.8,87.0,75.5,73.0,78.2
591,"Panama",2010,7.0028,13.0622,1.8,2.6,16.8,101.0,76.4,73.5,79.4
591,"Panama",2015,6.7947,11.5877,1.7,2.6,15.2,94.0,77.3,74.3,80.5
598,"Papua New Guinea",2005,2.4578,7.8259,2.5,4.4,55.5,277.0,62.6,60.3,65.1
598,"Papua New Guinea",2010,2.1076,7.0693,2.4,4.1,51.9,238.0,64.2,61.8,66.7
598,"Papua New Guinea",2015,2.5079,8.2244,2.2,3.8,49.0,215.0,65.0,62.6,67.5
600,"Paraguay",2005,4.9812,5.886,1.8,3.2,35.5,159.0,70.8,68.7,72.9
600,"Paraguay",2010,6.2259,9.0082,1.4,2.9,32.0,139.0,71.8,69.7,73.9
600,"Paraguay",2015,7.8198,10.8549,1.3,2.6,28.8,132.0,72.7,70.7,74.9
604,"Peru",2005,4.5501,12.3978,1.3,2.8,27.4,114.0,71.6,69.0,74.3
604,"Peru",2010,4.7371,11.6675,1.2,2.6,21.0,92.0,73.1,70.5,75.9
604,"Peru",2015,5.1211,14.5215,1.3,2.5,18.6,68.0,74.2,71.5,76.8
608,"Philippines",2005,3.9004,6.6098,2.0,3.7,28.1,127.0,67.5,64.4,70.8
608,"Philippines",2010,4.3128,7.1828,1.7,3.3,25.0,129.0,68.1,64.8,71.5
608,"Philippines",2015,4.3214,7.2514,1.6,3.1,22.2,114.0,68.6,65.4,72.1
616,"Poland",2005,5.8073,8.9633,-0.1,1.3,7.1,6.0,74.6,70.4,78.8
616,"Poland",2010,6.4191,9.9984,0.0,1.4,5.7,4.0,75.6,71.3,79.8
616,"Poland",2015,6.3434,10.665,0.0,1.3,4.5,3.0,77.0,72.9,81.0
620,"Portugal",2005,9.4334,14.4036,0.4,1.5,4.5,12.0,77.6,74.1,81.0
620,"Portugal",2010,9.8195,13.221,0.2,1.4,3.3,11.0,79.3,76.0,82.5
620,"Portugal",2015,8.9718,12.3159,-0.4,1.3,2.9,10.0,80.5,77.3,83.5
624,"Guinea-Bissau",2005,6.3873,13.6794,2.1,5.6,101.0,714.0,52.7,52.0,53.3
624,"Guinea-Bissau",2010,6.3485,5.9414,2.4,5.2,91.1,570.0,54.2,52.8,55.6
624,"Guinea-Bissau",2015,6.5198,9.3501,2.6,4.9,80.4,549.0,56.0,54.3,57.7
626,"Timor-Leste",2005,1.3449,3.6345,3.3,7.0,64.0,506.0,61.5,60.0,63.0
626,"Timor-Leste",2010,1.426,2.7105,1.6,6.5,50.2,317.0,66.4,65.2,67.6
626,"Timor-Leste",2015,3.4942,4.5083,2.2,5.9,43.9,215.0,67.7,66.1,69.5
630,"Puerto Rico",2005,0.0,0.0,-0.2,1.9,8.0,19.0,76.8,72.7,80.9
630,"Puerto Rico",2010,0.0,0.0,-0.3,1.7,7.0,16.0,77.9,73.8,81.8
630,"Puerto Rico",2015,0.0,0.0,-0.2,1.5,6.3,14.0,79.2,75.2,83.2
634,"Qatar",2005,2.5691,6.623,7.6,3.0,9.4,21.0,76.6,75.6,78.1
634,"Qatar",2010,1.7892,4.1493,14.4,2.2,7.8,16.0,77.0,75.9,78.6
634,"Qatar",2015,3.0996,6.293,6.6,2.0,7.2,13.0,77.7,76.9,79.4
638,"Reunion",2005,0.0,0.0,1.4,2.4,7.6,0.0,76.8,73.0,80.6
638,"Reunion",2010,0.0,0.0,1.0,2.4,5.6,0.0,78.2,74.5,81.9
638,"Reunion",2015,0.0,0.0,0.8,2.4,4.2,0.0,79.5,76.0,82.9
642,"Romania",2005,5.4588,13.164,-0.6,1.3,16.9,33.0,71.5,67.9,75.2
642,"Romania",2010,5.7541,11.5259,-0.9,1.4,12.0,30.0,73.1,69.5,76.7
642,"Romania",2015,4.9441,10.7752,-0.6,1.5,8.7,31.0,74.8,71.4,78.4
643,"Russian Federation",2005,4.7584,9.9045,-0.4,1.3,16.2,42.0,64.9,58.6,72.0
643,"Russian Federation",2010,4.9572,8.5938,-0.1,1.4,10.7,29.0,67.1,61.0,73.7
643,"Russian Federation",2015,5.277,8.8161,0.1,1.7,8.3,25.0,70.3,64.7,75.9
646,"Rwanda",2005,8.777,8.0927,2.3,5.4,90.7,567.0,50.6,49.6,51.5
646,"Rwanda",2010,8.6442,8.5564,2.6,4.9,59.8,381.0,60.1,58.6,61.5
646,"Rwanda",2015,6.5194,7.9149,2.5,4.2,44.0,290.0,65.2,63.1,67.1
654,"Saint Helena",2005,0.0,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,0.0
654,"Saint Helena",2010,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
654,"Saint Helena",2015,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0
659,"Saint Kitts and Nevis",2005,4.7603,6.4082,1.4,0.0,0.0,0.0,0.0,0.0,0.0
659,"Saint Kitts and Nevis",2010,5.7586,5.8709,1.1,0.0,0.0,0.0,0.0,0.0,0.0
659,"Saint Kitts and Nevis",2015,5.1524,6.5679,1.1,0.0,0.0,0.0,0.0,0.0,0.0
660,"Anguilla",2005,0.0,0.0,2.6,1.8,0.0,0.0,0.0,0.0,0.0
660,"Anguilla",2010,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
660,"Anguilla",2015,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
662,"Saint Lucia",2005,5.4345,6.163,0.8,1.9,14.2,67.0,72.1,70.1,74.0
662,"Saint Lucia",2010,5.693,6.9811,1.1,1.6,11.8,54.0,74.0,71.4,76.6
662,"Saint Lucia",2015,5.3902,8.5586,0.5,1.5,10.9,48.0,74.8,72.2,77.6
666,"Saint Pierre and Miquelon",2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,"Saint Pierre and Miquelon",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,"Saint Pierre and Miquelon",2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,"Saint Vincent & Grenadines",2005,3.3368,9.0089,0.2,2.2,21.2,50.0,70.7,68.3,73.3
670,"Saint Vincent & Grenadines",2010,3.7476,8.2073,0.1,2.1,18.5,50.0,71.8,69.8,74.0
670,"Saint Vincent & Grenadines",2015,3.5063,9.1535,0.0,2.0,16.5,45.0,72.7,70.7,74.9
674,"San Marino",2005,4.5057,11.6745,1.3,0.0,0.0,0.0,0.0,0.0,0.0
674,"San Marino",2010,5.9571,13.1107,1.2,0.0,0.0,0.0,0.0,0.0,0.0
674,"San Marino",2015,6.8086,13.2706,1.2,0.0,0.0,0.0,0.0,0.0,0.0
678,"Sao Tome and Principe",2005,11.1736,11.4639,2.3,5.1,51.8,181.0,63.8,62.0,65.6
678,"Sao Tome and Principe",2010,6.8382,4.0918,2.3,4.9,46.0,162.0,65.5,63.6,67.4
678,"Sao Tome and Principe",2015,5.3499,4.9014,2.2,4.7,43.8,156.0,66.1,64.1,68.2
682,"Saudi Arabia",2005,3.4187,8.8039,2.8,3.7,17.5,18.0,72.9,71.5,74.6
682,"Saudi Arabia",2010,3.6575,6.8437,2.7,3.2,14.7,14.0,73.2,71.9,74.8
682,"Saudi Arabia",2015,5.9983,10.0643,2.8,2.7,13.0,12.0,74.0,72.7,75.6
686,"Senegal",2005,4.607,8.1994,2.6,5.3,61.1,427.0,58.9,57.3,60.6
686,"Senegal",2010,4.8718,4.9233,2.8,5.1,51.1,375.0,62.4,61.0,63.8
686,"Senegal",2015,5.6764,5.7401,3.0,5.0,43.9,315.0,65.7,63.8,67.5
688,"Serbia",2005,8.7354,14.1995,-0.6,1.7,14.1,15.0,72.4,69.4,75.4
688,"Serbia",2010,10.0969,14.1192,-0.4,1.6,12.4,16.0,73.3,70.6,76.1
688,"Serbia",2015,9.4051,12.3413,-0.4,1.6,9.8,17.0,74.7,71.8,77.5
690,"Seychelles",2005,3.9291,9.2893,1.8,2.2,10.6,0.0,72.1,67.9,76.8
690,"Seychelles",2010,3.5849,9.0157,0.6,2.3,10.2,0.0,72.4,68.1,77.3
690,"Seychelles",2015,3.3487,10.0334,0.5,2.4,10.2,0.0,72.9,68.7,77.9
694,"Sierra Leone",2005,11.0377,9.5427,4.3,6.1,134.9,0.0,41.3,40.1,42.6
694,"Sierra Leone",2010,10.9434,6.2919,2.6,5.6,116.9,0.0,45.9,45.1,46.7
694,"Sierra Leone",2015,20.4146,7.9108,2.3,4.8,94.4,0.0,50.2,49.7,50.7
702,"Singapore",2005,3.043,6.9123,2.8,1.3,2.5,16.0,79.2,76.7,81.8
702,"Singapore",2010,3.2241,8.9115,2.4,1.3,2.2,11.0,81.2,78.7,83.7
702,"Singapore",2015,4.1894,12.3638,1.7,1.2,2.1,10.0,82.3,80.1,84.5
703,"Slovakia",2005,6.5979,12.3358,0.0,1.2,7.3,7.0,73.8,69.8,77.8
703,"Slovakia",2010,7.8011,13.2513,0.0,1.3,6.2,6.0,74.8,70.8,78.6
703,"Slovakia",2015,6.8675,11.9725,0.1,1.4,5.7,6.0,76.3,72.7,79.8
704,"Viet Nam",2005,5.0965,8.6692,1.0,1.9,25.3,61.0,73.8,68.9,78.7
704,"Viet Nam",2010,5.9668,8.6349,1.0,1.9,22.2,58.0,74.7,69.7,79.7
704,"Viet Nam",2015,5.6526,7.8823,1.1,2.0,19.3,54.0,75.6,70.7,80.3
705,"Slovenia",2005,7.965,12.8077,0.1,1.2,4.0,11.0,76.7,72.8,80.4
705,"Slovenia",2010,8.5914,12.6214,0.5,1.4,3.2,9.0,78.6,75.0,82.0
705,"Slovenia",2015,8.5017,12.7047,0.3,1.6,2.5,9.0,80.3,77.3,83.3
706,"Somalia",2005,0.0,0.0,2.9,7.5,97.0,939.0,51.5,50.0,53.1
706,"Somalia",2010,0.0,0.0,2.9,7.1,89.8,820.0,53.2,51.7,54.8
706,"Somalia",2015,0.0,0.0,2.9,6.6,79.5,732.0,54.9,53.3,56.5
710,"South Africa",2005,6.7058,9.7736,1.3,2.8,60.5,112.0,53.8,51.2,56.7
710,"South Africa",2010,7.4154,12.4453,1.1,2.6,52.7,154.0,53.1,50.7,55.6
710,"South Africa",2015,8.1978,13.3391,1.4,2.6,36.5,138.0,59.5,56.1,63.0
716,"Zimbabwe",2005,0.0,0.0,1.1,4.0,67.2,629.0,44.1,42.7,45.5
716,"Zimbabwe",2010,11.828,14.5777,1.7,4.0,58.3,446.0,48.4,47.2,49.4
716,"Zimbabwe",2015,9.2562,15.8676,2.3,4.0,46.5,443.0,57.6,56.1,59.0
724,"Spain",2005,7.6764,14.3992,1.5,1.3,4.0,5.0,79.9,76.5,83.3
724,"Spain",2010,9.022,14.7867,1.2,1.4,3.4,5.0,81.2,78.1,84.3
724,"Spain",2015,9.1201,14.8521,-0.2,1.3,2.9,5.0,82.5,79.6,85.3
728,"South Sudan",2005,0.0,0.0,3.8,6.0,101.4,0.0,50.2,49.1,51.3
728,"South Sudan",2010,0.0,0.0,4.3,5.6,89.1,876.0,52.3,51.3,53.3
728,"South Sudan",2015,0.0,0.0,3.3,5.2,77.7,789.0,55.1,54.1,56.0
729,"Sudan",2005,4.0942,8.0995,2.5,5.3,61.8,440.0,59.4,57.5,61.3
729,"Sudan",2010,5.0317,9.5372,2.1,5.0,53.7,349.0,61.5,59.8,63.3
729,"Sudan",2015,6.8049,18.0894,2.3,4.8,48.7,311.0,63.6,62.1,65.1
732,"Western Sahara",2005,0.0,0.0,6.6,2.9,52.9,0.0,63.9,62.3,65.8
732,"Western Sahara",2010,0.0,0.0,1.9,2.6,43.1,0.0,66.2,64.7,68.1
732,"Western Sahara",2015,0.0,0.0,1.8,2.6,34.1,0.0,68.4,66.9,70.3
740,"Suriname",2005,6.4625,11.9373,1.1,2.8,24.2,223.0,68.1,64.8,71.7
740,"Suriname",2010,5.5498,8.5614,1.1,2.6,22.2,169.0,69.6,66.4,73.1
740,"Suriname",2015,6.7056,12.7358,1.0,2.5,17.4,155.0,70.9,67.8,74.2
748,"Eswatini",2005,5.6226,12.6123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,"Eswatini",2010,8.3618,18.8477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,"Eswatini",2015,7.7721,14.8978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,"Swaziland",2005,0.0,0.0,0.8,4.0,86.6,595.0,46.0,44.2,47.6
748,"Swaziland",2010,0.0,0.0,1.7,3.8,75.8,436.0,48.4,46.5,50.2
748,"Swaziland",2015,0.0,0.0,1.8,3.3,56.3,389.0,55.0,51.6,58.2
752,"Sweden",2005,8.2774,12.9215,0.4,1.7,3.2,5.0,80.1,77.9,82.3
752,"Sweden",2010,8.4864,13.6757,0.8,1.9,2.6,4.0,81.1,79.0,83.1
752,"Sweden",2015,11.0081,18.4841,0.8,1.9,2.4,4.0,81.9,80.0,83.7
756,"Switzerland",2005,10.822,19.4034,0.7,1.4,4.6,7.0,80.5,77.7,83.1
756,"Switzerland",2010,10.6985,20.0361,1.1,1.5,4.2,6.0,81.8,79.3,84.1
756,"Switzerland",2015,11.8938,22.1409,1.2,1.5,3.9,5.0,82.7,80.5,84.8
760,"Syrian Arab Republic",2005,4.1097,7.3435,2.2,3.8,17.7,58.0,73.6,71.4,75.9
760,"Syrian Arab Republic",2010,3.2764,5.1248,2.8,3.4,15.0,49.0,74.5,72.0,77.3
760,"Syrian Arab Republic",2015,0.0,0.0,-2.3,3.1,17.9,68.0,69.9,64.4,76.3
762,"Tajikistan",2005,5.2102,4.2995,2.0,3.6,62.9,46.0,66.5,63.6,69.6
762,"Tajikistan",2010,5.7354,4.5158,2.2,3.5,48.9,35.0,68.7,66.0,71.9
762,"Tajikistan",2015,6.8537,6.0676,2.2,3.5,38.9,32.0,70.4,67.7,73.5
764,"Thailand",2005,3.1597,13.6341,0.8,1.6,16.7,26.0,71.2,67.7,74.9
764,"Thailand",2010,3.3901,14.8434,0.5,1.6,13.4,23.0,73.2,69.8,76.6
764,"Thailand",2015,3.6669,15.28,0.4,1.5,11.2,20.0,74.6,70.8,78.4
768,"Togo",2005,3.9219,3.8008,2.7,5.3,77.3,427.0,53.9,53.0,54.7
768,"Togo",2010,5.8534,7.4459,2.7,5.0,63.2,393.0,55.8,55.1,56.5
768,"Togo",2015,6.2494,4.1512,2.6,4.7,55.7,368.0,59.1,58.3,59.8
772,"Tokelau",2005,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
772,"Tokelau",2010,0.0,0.0,-1.3,0.0,0.0,0.0,0.0,0.0,0.0
772,"Tokelau",2015,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
776,"Tonga",2005,4.1623,10.5927,0.6,4.2,23.5,114.0,71.2,68.8,73.5
776,"Tonga",2010,4.741,9.0327,0.6,4.0,22.0,130.0,71.8,69.1,74.7
776,"Tonga",2015,4.6681,6.8444,0.4,3.8,20.6,124.0,72.5,69.6,75.6
780,"Trinidad and Tobago",2005,4.499,8.8725,0.5,1.8,28.9,62.0,68.7,65.1,72.5
780,"Trinidad and Tobago",2010,5.1783,8.0441,0.5,1.8,26.6,65.0,69.3,65.9,73.0
780,"Trinidad and Tobago",2015,6.2174,8.3091,0.5,1.8,24.8,63.0,70.2,66.9,73.8
784,"United Arab Emirates",2005,2.3202,8.3768,7.5,2.4,9.2,6.0,74.8,74.1,76.3
784,"United Arab Emirates",2010,3.8775,8.5268,11.8,2.0,6.9,6.0,75.9,75.2,77.3
784,"United Arab Emirates",2015,3.5855,7.8905,2.0,1.8,6.2,6.0,76.7,76.0,78.2
788,"Tunisia",2005,5.3974,11.3501,0.8,2.0,23.0,74.0,73.7,71.4,76.3
788,"Tunisia",2010,5.884,13.0318,1.0,2.0,18.7,67.0,74.6,72.3,77.0
788,"Tunisia",2015,7.0068,13.8623,1.2,2.3,18.5,62.0,75.0,73.0,77.1
792,"Turkey",2005,4.9416,10.3245,1.4,2.4,24.7,57.0,71.4,68.0,74.9
792,"Turkey",2010,5.0537,10.8751,1.3,2.2,16.4,23.0,73.4,69.9,76.9
792,"Turkey",2015,4.1385,9.6732,1.6,2.1,12.6,16.0,74.8,71.5,78.1
795,"Turkmenistan",2005,9.5553,10.2729,1.0,2.8,62.1,53.0,64.2,60.3,68.2
795,"Turkmenistan",2010,4.9964,8.7117,1.4,2.7,54.2,46.0,65.9,62.2,69.6
795,"Turkmenistan",2015,6.2979,8.7115,1.8,3.0,46.9,42.0,67.3,63.9,70.8
796,"Turks and Caicos Islands",2005,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
796,"Turks and Caicos Islands",2010,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
796,"Turks and Caicos Islands",2015,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
798,"Tuvalu",2005,11.3173,11.6213,1.2,0.0,0.0,0.0,0.0,0.0,0.0
798,"Tuvalu",2010,15.6507,14.7879,1.0,0.0,10.3,0.0,69.6,67.4,71.9
798,"Tuvalu",2015,14.1149,10.3167,0.9,0.0,0.0,0.0,0.0,0.0,0.0
800,"Uganda",2005,11.3637,14.9322,3.4,6.7,79.4,504.0,49.9,47.8,52.1
800,"Uganda",2010,10.5157,7.6043,3.4,6.4,68.2,420.0,55.2,53.6,56.7
800,"Uganda",2015,6.334,5.1353,3.4,5.9,60.2,343.0,58.6,56.5,60.7
804,"Ukraine",2005,6.1126,8.4319,-0.8,1.1,14.8,30.0,67.5,61.9,73.4
804,"Ukraine",2010,6.9811,7.5005,-0.5,1.4,12.6,26.0,67.9,62.3,73.8
804,"Ukraine",2015,6.9562,6.6355,-0.5,1.5,8.8,24.0,71.1,66.1,76.0
807,"North Macedonia",2005,7.7131,13.5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,"North Macedonia",2010,6.7162,12.5156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,"North Macedonia",2015,6.354,12.7857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,"TFYR of Macedonia",2005,0.0,0.0,0.2,1.6,12.9,10.0,73.8,71.3,76.4
807,"TFYR of Macedonia",2010,0.0,0.0,0.1,1.5,10.8,8.0,74.2,72.1,76.3
807,"TFYR of Macedonia",2015,0.0,0.0,0.1,1.5,9.0,8.0,75.1,73.2,77.2
818,"Egypt",2005,4.9223,5.2435,1.9,3.2,29.4,52.0,69.0,66.7,71.4
818,"Egypt",2010,4.1532,4.3616,1.8,3.0,23.5,40.0,69.9,67.6,72.2
818,"Egypt",2015,4.6229,4.9624,2.2,3.4,18.9,33.0,70.8,68.7,73.1
826,"United Kingdom",2005,7.1867,14.5109,0.4,1.7,5.3,12.0,78.4,76.1,80.6
826,"United Kingdom",2010,8.4741,15.0267,1.0,1.9,4.8,10.0,79.7,77.5,81.8
826,"United Kingdom",2015,9.7927,18.5484,0.7,1.9,4.1,9.0,81.0,79.0,82.8
833,"Isle of Man",2005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833,"Isle of Man",2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833,"Isle of Man",2015,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
834,"United Rep. of Tanzania",2005,6.4139,12.6199,2.8,5.7,67.1,687.0,53.7,52.0,55.4
834,"United Rep. of Tanzania",2010,5.2991,7.2644,3.1,5.6,52.4,514.0,58.8,57.5,60.1
834,"United Rep. of Tanzania",2015,3.7897,7.3306,3.1,5.2,44.0,398.0,62.8,60.8,64.8
840,"United States of America",2005,14.5415,18.1072,0.9,2.0,7.0,13.0,77.2,74.5,79.7
840,"United States of America",2010,16.4129,18.5534,0.9,2.1,6.8,14.0,78.2,75.6,80.6
840,"United States of America",2015,16.8157,36.6425,0.7,1.9,6.0,14.0,78.9,76.5,81.3
850,"United States Virgin Islands",2005,0.0,0.0,-0.2,2.1,11.6,0.0,77.1,74.9,79.5
850,"United States Virgin Islands",2010,0.0,0.0,-0.3,2.4,10.7,0.0,77.8,75.5,80.3
850,"United States Virgin Islands",2015,0.0,0.0,-0.2,2.3,9.3,0.0,79.1,76.7,81.5
854,"Burkina Faso",2005,4.4426,6.0486,2.9,6.4,90.0,468.0,51.6,50.5,52.6
854,"Burkina Faso",2010,5.893,6.0324,3.0,6.1,77.6,417.0,55.3,54.6,55.8
854,"Burkina Faso",2015,5.8253,7.1527,3.0,5.6,64.8,371.0,58.7,58.0,59.3
858,"Uruguay",2005,8.4267,13.2281,0.0,2.2,14.4,26.0,75.3,71.6,78.9
858,"Uruguay",2010,8.5744,16.9337,0.3,2.1,13.4,19.0,76.2,72.5,79.7
858,"Uruguay",2015,9.0083,19.0489,0.3,2.0,12.7,15.0,77.0,73.3,80.4
860,"Uzbekistan",2005,5.039,6.4677,1.3,2.5,49.5,42.0,67.7,64.5,71.0
860,"Uzbekistan",2010,5.3534,8.0394,1.5,2.5,40.7,39.0,69.1,66.1,72.2
860,"Uzbekistan",2015,6.0956,8.9725,1.6,2.4,31.3,36.0,70.8,68.1,73.5
862,"Venezuela (Boliv. Rep. of)",2005,4.8442,5.1849,1.8,2.7,18.1,93.0,72.8,68.8,77.2
862,"Venezuela (Boliv. Rep. of)",2010,6.1211,6.2194,1.6,2.5,15.9,99.0,73.4,69.4,77.7
862,"Venezuela (Boliv. Rep. of)",2015,5.1289,4.0576,1.4,2.4,13.8,95.0,73.9,69.9,78.2
876,"Wallis and Futuna Islands",2005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
876,"Wallis and Futuna Islands",2010,0.0,0.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0
876,"Wallis and Futuna Islands",2015,0.0,0.0,-2.1,0.0,0.0,0.0,0.0,0.0,0.0
882,"Samoa",2005,4.7625,10.4049,0.6,4.4,25.7,77.0,70.1,67.2,73.6
882,"Samoa",2010,5.4945,10.3824,0.7,4.5,21.3,64.0,72.1,69.1,75.4
882,"Samoa",2015,5.6747,11.5278,0.8,4.2,18.0,51.0,74.1,71.1,77.4
887,"Yemen",2005,5.2059,4.5012,2.8,5.9,67.9,428.0,61.0,59.7,62.4
887,"Yemen",2010,5.1593,3.8478,2.7,5.0,53.0,416.0,62.7,61.4,64.1
887,"Yemen",2015,5.6037,2.2287,2.6,4.4,47.2,385.0,64.2,62.8,65.6
894,"Zambia",2005,6.8633,8.1557,2.7,6.0,82.2,372.0,46.9,45.3,48.5
894,"Zambia",2010,3.7193,4.6572,2.8,5.6,65.2,262.0,52.9,51.2,54.7
894,"Zambia",2015,4.4351,7.4375,3.0,5.2,53.8,224.0,59.7,57.5,61.9
